,owid__Unnamed: 0,owid__iso_code,owid__continent,owid__location,owid__date,owid__total_cases,owid__new_cases,owid__new_cases_smoothed,owid__total_deaths,owid__new_deaths,owid__new_deaths_smoothed,owid__total_cases_per_million,owid__new_cases_per_million,owid__new_cases_smoothed_per_million,owid__total_deaths_per_million,owid__new_deaths_per_million,owid__new_deaths_smoothed_per_million,owid__reproduction_rate,owid__icu_patients,owid__icu_patients_per_million,owid__hosp_patients,owid__hosp_patients_per_million,owid__weekly_icu_admissions,owid__weekly_icu_admissions_per_million,owid__weekly_hosp_admissions,owid__weekly_hosp_admissions_per_million,owid__new_tests,owid__total_tests,owid__total_tests_per_thousand,owid__new_tests_per_thousand,owid__new_tests_smoothed,owid__new_tests_smoothed_per_thousand,owid__positive_rate,owid__tests_per_case,owid__tests_units,owid__total_vaccinations,owid__people_vaccinated,owid__people_fully_vaccinated,owid__total_boosters,owid__new_vaccinations,owid__new_vaccinations_smoothed,owid__total_vaccinations_per_hundred,owid__people_vaccinated_per_hundred,owid__people_fully_vaccinated_per_hundred,owid__total_boosters_per_hundred,owid__new_vaccinations_smoothed_per_million,owid__stringency_index,owid__population,owid__population_density,owid__median_age,owid__aged_65_older,owid__aged_70_older,owid__gdp_per_capita,owid__extreme_poverty,owid__cardiovasc_death_rate,owid__diabetes_prevalence,owid__female_smokers,owid__male_smokers,owid__handwashing_facilities,owid__hospital_beds_per_thousand,owid__life_expectancy,owid__human_development_index,owid__excess_mortality_cumulative_absolute,owid__excess_mortality_cumulative,owid__excess_mortality,owid__excess_mortality_cumulative_per_million,who__Unnamed: 0,who__Date_reported,who__Country_code,who__Country,who__WHO_region,who__New_cases,who__Cumulative_cases,who__New_deaths,who__Cumulative_deaths,date,country,max_new_deaths,max_new_cases,max_new_deaths_ma7,max_new_deaths_ma14
41642,41642.0,DEU,Europe,germany,2021-01-26,2164043.0,9387.0,13204.0,53619.0,492.0,660.286,25792.978,111.883,157.377,639.079,5.864,7.87,0.83,4559.0,54.338,,,,,,,,,,,160647.0,1.915,,,tests performed,2084902.0,1730846.0,354055.0,3.0,98047.0,94706.0,2.48,2.06,0.42,0.0,1129.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49899.0,2021-01-26,DE,germany,EURO,6412.0,2148077.0,903.0,52990.0,2021-01-26,germany,903.0,9387.0,859.7,938.6428571428571
41643,41643.0,DEU,Europe,germany,2021-01-27,2179679.0,15636.0,11294.429,54498.0,879.0,641.143,25979.342,186.364,134.617,649.555,10.477,7.642,0.83,4487.0,53.48,,,,,,,,,,,161422.0,1.924,,,tests performed,2194012.0,1781777.0,412235.0,3.0,109110.0,91384.0,2.62,2.12,0.49,0.0,1089.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49900.0,2021-01-27,DE,germany,EURO,13202.0,2161279.0,982.0,53972.0,2021-01-27,germany,982.0,15636.0,913.4,922.5714285714286
41644,41644.0,DEU,Europe,germany,2021-01-28,2194562.0,14883.0,12238.143,55883.0,1385.0,715.286,26156.73,177.389,145.865,666.063,16.508,8.525,0.84,4428.0,52.777,,,,,,,,,,,162196.0,1.933,,,tests performed,2286309.0,1828584.0,457725.0,3.0,92297.0,89538.0,2.73,2.18,0.55,0.0,1067.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49901.0,2021-01-28,DE,germany,EURO,17549.0,2178828.0,941.0,54913.0,2021-01-28,germany,1385.0,17549.0,1015.7,932.6428571428571
41645,41645.0,DEU,Europe,germany,2021-01-29,2207393.0,12831.0,11733.143,56286.0,403.0,653.286,26309.662,152.931,139.846,670.866,4.803,7.786,0.85,4367.0,52.05,,,,,,,,,,,162970.0,1.942,,,tests performed,2393769.0,1878401.0,515368.0,3.0,107460.0,90299.0,2.85,2.24,0.61,0.0,1076.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49902.0,2021-01-29,DE,germany,EURO,14022.0,2192850.0,839.0,55752.0,2021-01-29,germany,839.0,14022.0,926.2,913.0714285714286
41646,41646.0,DEU,Europe,germany,2021-01-30,2224911.0,17518.0,12460.0,57105.0,819.0,747.429,26518.457,208.795,148.509,680.628,9.762,8.909,0.85,4342.0,51.752,,,,,,,,,,,163745.0,1.952,,,tests performed,2481573.0,1912996.0,568577.0,3.0,87804.0,90447.0,2.96,2.28,0.68,0.0,1078.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49903.0,2021-01-30,DE,germany,EURO,12321.0,2205171.0,794.0,56546.0,2021-01-30,germany,819.0,17518.0,893.3,901.5714285714286
41647,41647.0,DEU,Europe,germany,2021-01-31,2225659.0,748.0,11127.143,57163.0,58.0,695.286,26527.372,8.915,132.623,681.319,0.691,8.287,0.83,4337.0,51.692,,,,,5405.272,64.425,,40701121.0,485.112,,164519.0,1.961,0.085,11.8,tests performed,2538626.0,1938749.0,599877.0,3.0,57053.0,91788.0,3.03,2.31,0.71,0.0,1094.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,47408.9,4.52,12.07,565.061190180923,49904.0,2021-01-31,DE,germany,EURO,11192.0,2216363.0,399.0,56945.0,2021-01-31,germany,399.0,11192.0,831.9,898.2857142857143
41648,41648.0,DEU,Europe,germany,2021-02-01,2232327.0,6668.0,11095.857,58059.0,896.0,704.571,26606.847,79.475,132.25,691.998,10.679,8.398,0.83,4313.0,51.406,,,,,,,,,,,163496.0,1.949,,,tests performed,2658528.0,1996997.0,661530.0,4.0,119902.0,95953.0,3.17,2.38,0.79,0.0,1144.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49905.0,2021-02-01,DE,germany,EURO,5608.0,2221971.0,175.0,57120.0,2021-02-01,germany,896.0,6668.0,835.6,936.4285714285714
41649,41649.0,DEU,Europe,germany,2021-02-02,2240017.0,7690.0,10853.429,58992.0,933.0,767.571,26698.503,91.656,129.361,703.119,11.12,9.149,0.82,4252.0,50.679,,,,,,,,,,,162473.0,1.936,,,tests performed,2791053.0,2062510.0,728542.0,4.0,132525.0,100879.0,3.33,2.46,0.87,0.0,1202.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49906.0,2021-02-02,DE,germany,EURO,6114.0,2228085.0,861.0,57981.0,2021-02-02,germany,933.0,7690.0,841.0,879.2142857142857
41650,41650.0,DEU,Europe,germany,2021-02-03,2252504.0,12487.0,10403.571,59776.0,784.0,754.0,26847.334,148.831,123.999,712.463,9.344,8.987,0.82,4207.0,50.143,,,,,,,,,,,161450.0,1.924,,,tests performed,2953686.0,2127069.0,826616.0,4.0,162633.0,108525.0,3.52,2.54,0.99,0.0,1293.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49907.0,2021-02-03,DE,germany,EURO,9705.0,2237790.0,975.0,58956.0,2021-02-03,germany,975.0,12487.0,896.2,866.8571428571429
41651,41651.0,DEU,Europe,germany,2021-02-04,2265536.0,13032.0,10139.143,60634.0,858.0,678.714,27002.661,155.327,120.847,722.69,10.226,8.09,0.83,4170.0,49.702,,,,,,,,,,,160426.0,1.912,,,tests performed,3087928.0,2189129.0,898797.0,5.0,134242.0,114517.0,3.68,2.61,1.07,0.0,1365.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49908.0,2021-02-04,DE,germany,EURO,14211.0,2252001.0,786.0,59742.0,2021-02-04,germany,858.0,14211.0,898.9,855.7857142857143
41652,41652.0,DEU,Europe,germany,2021-02-05,2276371.0,10835.0,9854.0,61324.0,690.0,719.714,27131.802,129.141,117.449,730.914,8.224,8.578,0.83,4066.0,48.462,,,,,,,,,,,159403.0,1.9,,,tests performed,3235189.0,2258484.0,976703.0,5.0,147261.0,120203.0,3.86,2.69,1.16,0.0,1433.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49909.0,2021-02-05,DE,germany,EURO,12908.0,2264909.0,855.0,60597.0,2021-02-05,germany,855.0,12908.0,894.1,855.5
41653,41653.0,DEU,Europe,germany,2021-02-06,2285003.0,8632.0,8584.571,61551.0,227.0,635.143,27234.686,102.884,102.319,733.619,2.706,7.57,0.83,3958.0,47.175,,,,,,,,,,,158380.0,1.888,,,tests performed,3329137.0,2304077.0,1025058.0,5.0,93948.0,121081.0,3.97,2.75,1.22,0.0,1443.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49910.0,2021-02-06,DE,germany,EURO,10485.0,2275394.0,689.0,61286.0,2021-02-06,germany,689.0,10485.0,864.8,841.9285714285714
41654,41654.0,DEU,Europe,germany,2021-02-07,2291673.0,6670.0,9430.571,61708.0,157.0,649.286,27314.185,79.499,112.402,735.491,1.871,7.739,0.84,3926.0,46.794,,,,,4707.167,56.104,,41802620.0,498.241,,157357.0,1.876,0.075,13.3,tests performed,3382605.0,2332342.0,1050262.0,5.0,53468.0,120568.0,4.03,2.78,1.25,0.0,1437.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,48252.6,4.51,4.04,575.11715279882,49911.0,2021-02-07,DE,germany,EURO,8616.0,2284010.0,231.0,61517.0,2021-02-07,germany,231.0,8616.0,749.4,828.2142857142857
41655,41655.0,DEU,Europe,germany,2021-02-08,2296323.0,4650.0,9142.286,62191.0,483.0,590.286,27369.608,55.423,108.966,741.247,5.757,7.036,0.83,3951.0,47.092,,,,,,,,,,,156522.0,1.866,,,tests performed,3491840.0,2385366.0,1106474.0,5.0,109235.0,119045.0,4.16,2.84,1.32,0.0,1419.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49912.0,2021-02-08,DE,germany,EURO,4535.0,2288545.0,158.0,61675.0,2021-02-08,germany,483.0,4650.0,713.8,803.3571428571429
41656,41656.0,DEU,Europe,germany,2021-02-09,2302051.0,5728.0,8862.0,63006.0,815.0,573.429,27437.879,68.271,105.625,750.961,9.714,6.835,0.82,3840.0,45.769,,,,,,,,,,,155688.0,1.856,,,tests performed,3626088.0,2445587.0,1180500.0,6.0,134248.0,119291.0,4.32,2.91,1.41,0.0,1422.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49913.0,2021-02-09,DE,germany,EURO,3379.0,2291924.0,481.0,62156.0,2021-02-09,germany,815.0,5728.0,713.4,797.0714285714286
41657,41657.0,DEU,Europe,germany,2021-02-10,2311297.0,9246.0,8399.0,63672.0,666.0,556.571,27548.081,110.202,100.107,758.899,7.938,6.634,0.83,3732.0,44.481,,,,,,,,,,,154853.0,1.846,,,tests performed,3781219.0,2523345.0,1257873.0,6.0,155131.0,118219.0,4.51,3.01,1.5,0.0,1409.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49914.0,2021-02-10,DE,germany,EURO,8072.0,2299996.0,813.0,62969.0,2021-02-10,germany,813.0,9246.0,754.8,785.0
41658,41658.0,DEU,Europe,germany,2021-02-11,2321225.0,9928.0,7955.571,64224.0,552.0,512.857,27666.412,118.331,94.822,765.478,6.579,6.113,0.84,3668.0,43.718,,,,,,,,,,,154018.0,1.836,,,tests performed,3925324.0,2598880.0,1326445.0,6.0,144105.0,119628.0,4.68,3.1,1.58,0.0,1426.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49915.0,2021-02-11,DE,germany,EURO,10237.0,2310233.0,666.0,63635.0,2021-02-11,germany,666.0,10237.0,731.8,733.6428571428571
41659,41659.0,DEU,Europe,germany,2021-02-12,2330422.0,9197.0,7721.571,64771.0,547.0,492.429,27776.03,109.618,92.033,771.998,6.52,5.869,0.86,3546.0,42.264,,,,,,,,,,,153184.0,1.826,,,tests performed,4081089.0,2679119.0,1401974.0,6.0,155765.0,120843.0,4.86,3.19,1.67,0.0,1440.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49916.0,2021-02-12,DE,germany,EURO,9860.0,2320093.0,556.0,64191.0,2021-02-12,germany,556.0,9860.0,694.1,713.4285714285714
41660,41660.0,DEU,Europe,germany,2021-02-13,2336906.0,6484.0,7414.714,64990.0,219.0,491.286,27853.312,77.282,88.375,774.608,2.61,5.856,0.87,3479.0,41.466,,,,,,,,,,,152349.0,1.816,,,tests performed,4188750.0,2741163.0,1447592.0,6.0,107661.0,122802.0,4.99,3.27,1.73,0.0,1464.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49917.0,2021-02-13,DE,germany,EURO,8354.0,2328447.0,551.0,64742.0,2021-02-13,germany,551.0,8354.0,651.7,694.2857142857143
41661,41661.0,DEU,Europe,germany,2021-02-14,2341744.0,4838.0,7153.0,65107.0,117.0,485.571,27910.976,57.664,85.256,776.003,1.395,5.787,0.88,3417.0,40.727,,,,,3925.329,46.786,,42863222.0,510.882,,151515.0,1.806,0.064,15.6,tests performed,4254054.0,2780788.0,1473272.0,6.0,65304.0,124493.0,5.07,3.31,1.76,0.0,1484.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,48279.7,4.42,0.13,575.44015456123,49918.0,2021-02-14,DE,germany,EURO,6114.0,2334561.0,218.0,64960.0,2021-02-14,germany,218.0,6114.0,587.7,681.3571428571429
41662,41662.0,DEU,Europe,germany,2021-02-15,2346876.0,5132.0,7221.857,65288.0,181.0,442.429,27972.143,61.168,86.076,778.16,2.157,5.273,0.89,3426.0,40.834,,,,,,,,,,,152385.0,1.816,,,tests performed,4379634.0,2850956.0,1528695.0,6.0,125580.0,126828.0,5.22,3.4,1.82,0.0,1512.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49919.0,2021-02-15,DE,germany,EURO,4426.0,2338987.0,116.0,65076.0,2021-02-15,germany,181.0,5132.0,520.3,630.2857142857143
41663,41663.0,DEU,Europe,germany,2021-02-16,2352766.0,5890.0,7245.0,65829.0,541.0,403.286,28042.346,70.202,86.352,784.608,6.448,4.807,0.9,3342.0,39.833,,,,,,,,,,,153255.0,1.827,,,tests performed,4514216.0,2929306.0,1584928.0,6.0,134582.0,126875.0,5.38,3.49,1.89,0.0,1512.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49920.0,2021-02-16,DE,germany,EURO,3856.0,2342843.0,528.0,65604.0,2021-02-16,germany,541.0,5890.0,505.5,602.2857142857143
41664,41664.0,DEU,Europe,germany,2021-02-17,2362364.0,9598.0,7295.286,66732.0,903.0,437.143,28156.743,114.397,86.952,795.371,10.763,5.21,0.91,3239.0,38.605,,,,,,,,,,,154125.0,1.837,,,tests performed,4665862.0,3024697.0,1641184.0,6.0,151646.0,126378.0,5.56,3.61,1.96,0.0,1506.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49921.0,2021-02-17,DE,germany,EURO,7556.0,2350399.0,560.0,66164.0,2021-02-17,germany,903.0,9598.0,572.7,597.1428571428571
41665,41665.0,DEU,Europe,germany,2021-02-18,2372209.0,9845.0,7283.429,67245.0,513.0,431.571,28274.084,117.341,86.81,801.485,6.114,5.144,0.93,3169.0,37.771,,,,,,,,,,,154994.0,1.847,,,tests performed,4810570.0,3116226.0,1694367.0,7.0,144708.0,126464.0,5.73,3.71,2.02,0.0,1507.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49922.0,2021-02-18,DE,germany,EURO,10207.0,2360606.0,534.0,66698.0,2021-02-18,germany,534.0,10207.0,577.8,574.0
41666,41666.0,DEU,Europe,germany,2021-02-19,2381259.0,9050.0,7262.429,67741.0,496.0,424.286,28381.95,107.866,86.56,807.397,5.912,5.057,0.95,3114.0,37.115,,,,,,,,,,,155864.0,1.858,,,tests performed,4969484.0,3219367.0,1750141.0,7.0,158914.0,126914.0,5.92,3.84,2.09,0.0,1513.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49923.0,2021-02-19,DE,germany,EURO,9113.0,2369719.0,508.0,67206.0,2021-02-19,germany,508.0,9113.0,547.1,549.2142857142857
41667,41667.0,DEU,Europe,germany,2021-02-20,2388421.0,7162.0,7359.286,67883.0,142.0,413.286,28467.313,85.363,87.714,809.09,1.692,4.926,0.97,3068.0,36.567,,,,,,,,,,,156734.0,1.868,,,tests performed,5081793.0,3295511.0,1786307.0,7.0,112309.0,127578.0,6.06,3.93,2.13,0.0,1521.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49924.0,2021-02-20,DE,germany,EURO,9164.0,2378883.0,490.0,67696.0,2021-02-20,germany,490.0,9164.0,514.8,535.0
41668,41668.0,DEU,Europe,germany,2021-02-21,2394515.0,6094.0,7538.714,67946.0,63.0,405.571,28539.947,72.634,89.853,809.841,0.751,4.834,0.98,3049.0,36.341,,,,,3555.091,42.373,,43966453.0,524.031,,157604.0,1.878,0.061,16.4,tests performed,5167652.0,3353184.0,1814494.0,7.0,85859.0,130514.0,6.16,4.0,2.16,0.0,1556.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,47306.2,4.25,-4.55,563.837120771348,49925.0,2021-02-21,DE,germany,EURO,7676.0,2386559.0,145.0,67841.0,2021-02-21,germany,145.0,7676.0,462.7,528.8571428571429
41669,41669.0,DEU,Europe,germany,2021-02-22,2399499.0,4984.0,7517.571,68363.0,417.0,439.286,28599.351,59.404,89.601,814.811,4.97,5.236,0.99,3053.0,36.388,,,,,,,,,,,159004.0,1.895,,,tests performed,5324074.0,3451410.0,1872691.0,7.0,156422.0,134920.0,6.35,4.11,2.23,0.0,1608.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49926.0,2021-02-22,DE,germany,EURO,4369.0,2390928.0,62.0,67903.0,2021-02-22,germany,417.0,4984.0,448.8,524.1428571428571
41670,41670.0,DEU,Europe,germany,2021-02-23,2405263.0,5764.0,7499.571,68785.0,422.0,422.286,28668.051,68.7,89.387,819.84,5.03,5.033,0.99,3030.0,36.114,,,,,,,,,,,160403.0,1.912,,,tests performed,5494346.0,3561290.0,1933084.0,7.0,170272.0,140019.0,6.55,4.24,2.3,0.0,1669.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49927.0,2021-02-23,DE,germany,EURO,3883.0,2394811.0,415.0,68318.0,2021-02-23,germany,422.0,5764.0,435.9,496.07142857142856
41671,41671.0,DEU,Europe,germany,2021-02-24,2416037.0,10774.0,7667.571,69170.0,385.0,348.286,28796.465,128.414,91.389,824.429,4.589,4.151,1.0,2950.0,35.161,,,,,,,,,,,161802.0,1.928,,,tests performed,5671157.0,3678813.0,1992372.0,8.0,176811.0,143614.0,6.76,4.38,2.37,0.0,1712.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49928.0,2021-02-24,DE,germany,EURO,8007.0,2402818.0,422.0,68740.0,2021-02-24,germany,422.0,10774.0,456.3,468.14285714285717
41672,41672.0,DEU,Europe,germany,2021-02-25,2427069.0,11032.0,7837.143,69343.0,173.0,299.714,28927.954,131.489,93.41,826.491,2.062,3.572,1.02,2891.0,34.457,,,,,,,,,,,163202.0,1.945,,,tests performed,5861156.0,3809622.0,2051561.0,9.0,189999.0,150084.0,6.99,4.54,2.45,0.0,1789.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49929.0,2021-02-25,DE,germany,EURO,11869.0,2414687.0,385.0,69125.0,2021-02-25,germany,385.0,11869.0,476.7,448.07142857142856
41673,41673.0,DEU,Europe,germany,2021-02-26,2436506.0,9437.0,7892.429,69939.0,596.0,314.0,29040.433,112.479,94.069,833.595,7.104,3.743,1.03,2841.0,33.862,,,,,,,,,,,164601.0,1.962,,,tests performed,6074907.0,3955968.0,2118965.0,10.0,213751.0,157918.0,7.24,4.72,2.53,0.0,1882.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49930.0,2021-02-26,DE,germany,EURO,9997.0,2424684.0,394.0,69519.0,2021-02-26,germany,596.0,9997.0,482.2,450.92857142857144
41674,41674.0,DEU,Europe,germany,2021-02-27,2444177.0,7671.0,7965.143,70092.0,153.0,315.571,29131.863,91.43,94.936,835.418,1.824,3.761,1.04,2820.0,33.611,,,,,,,,,,,166000.0,1.979,,,tests performed,6222766.0,4064137.0,2158656.0,10.0,147859.0,162996.0,7.42,4.84,2.57,0.0,1943.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49931.0,2021-02-27,DE,germany,EURO,9762.0,2434446.0,369.0,69888.0,2021-02-27,germany,369.0,9762.0,428.8,437.92857142857144
41675,41675.0,DEU,Europe,germany,2021-02-28,2450295.0,6118.0,7968.571,70152.0,60.0,315.143,29204.782,72.92,94.976,836.134,0.715,3.756,1.04,2834.0,33.778,,,,,3475.394,41.423,,45138251.0,537.998,,167400.0,1.995,0.061,16.4,tests performed,6325926.0,4143264.0,2182690.0,11.0,103160.0,165468.0,7.54,4.94,2.6,0.0,1972.0,81.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,44354.3,3.91,-13.5,528.65376643714,49932.0,2021-02-28,DE,germany,EURO,7890.0,2442336.0,157.0,70045.0,2021-02-28,germany,157.0,7890.0,391.1,433.57142857142856
41676,41676.0,DEU,Europe,germany,2021-03-01,2455569.0,5274.0,8010.0,70514.0,362.0,307.286,29267.643,62.86,95.47,840.448,4.315,3.663,1.05,2862.0,34.112,,,,,,,,,,,167022.0,1.991,,,tests performed,6525003.0,4292457.0,2232574.0,11.0,199077.0,171561.0,7.78,5.12,2.66,0.0,2045.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49933.0,2021-03-01,DE,germany,EURO,4732.0,2447068.0,60.0,70105.0,2021-03-01,germany,362.0,5274.0,376.5,446.5
41677,41677.0,DEU,Europe,germany,2021-03-02,2462061.0,6492.0,8114.0,70926.0,412.0,305.857,29345.02,77.377,96.71,845.359,4.911,3.645,1.05,2849.0,33.957,,,,,,,,,,,166643.0,1.986,,,tests performed,6744822.0,4460234.0,2284616.0,11.0,219819.0,178639.0,8.04,5.32,2.72,0.0,2129.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49934.0,2021-03-02,DE,germany,EURO,3943.0,2451011.0,358.0,70463.0,2021-03-02,germany,412.0,6492.0,368.7,437.2857142857143
41678,41678.0,DEU,Europe,germany,2021-03-03,2472913.0,10852.0,8125.143,71285.0,359.0,302.143,29474.364,129.344,96.843,849.638,4.279,3.601,1.06,2816.0,33.564,,,,,,,,,,,166265.0,1.982,,,tests performed,6993148.0,4637952.0,2355224.0,11.0,248326.0,188856.0,8.34,5.53,2.81,0.0,2251.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49935.0,2021-03-03,DE,germany,EURO,9019.0,2460030.0,418.0,70881.0,2021-03-03,germany,418.0,10852.0,396.0,402.64285714285717
41679,41679.0,DEU,Europe,germany,2021-03-04,2484306.0,11393.0,8176.714,71554.0,269.0,315.857,29610.156,135.792,97.457,852.844,3.206,3.765,1.08,2805.0,33.432,,,,,,,,,,,165887.0,1.977,,,tests performed,7238781.0,4820441.0,2418367.0,12.0,245633.0,196804.0,8.63,5.75,2.88,0.0,2346.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49936.0,2021-03-04,DE,germany,EURO,11912.0,2471942.0,359.0,71240.0,2021-03-04,germany,359.0,11912.0,390.2,390.14285714285717
41680,41680.0,DEU,Europe,germany,2021-03-05,2493887.0,9581.0,8197.286,71852.0,298.0,273.286,29724.35,114.195,97.702,856.396,3.552,3.257,1.09,2756.0,32.848,,,,,,,,,,,165509.0,1.973,,,tests performed,7514194.0,5028579.0,2485642.0,13.0,275413.0,205612.0,8.96,5.99,2.96,0.0,2451.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49937.0,2021-03-05,DE,germany,EURO,10580.0,2482522.0,264.0,71504.0,2021-03-05,germany,298.0,10580.0,377.8,375.14285714285717
41681,41681.0,DEU,Europe,germany,2021-03-06,2502151.0,8264.0,8282.0,71951.0,99.0,265.571,29822.848,98.498,98.712,857.576,1.18,3.165,1.1,2746.0,32.729,,,,,,,,,,,165131.0,1.968,,,tests performed,7716891.0,5182676.0,2534242.0,13.0,202697.0,213446.0,9.2,6.18,3.02,0.0,2544.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49938.0,2021-03-06,DE,germany,EURO,9557.0,2492079.0,300.0,71804.0,2021-03-06,germany,300.0,9557.0,365.6,361.57142857142856
41682,41682.0,DEU,Europe,germany,2021-03-07,2508655.0,6504.0,8337.143,71984.0,33.0,261.714,29900.368,77.52,99.369,857.969,0.393,3.119,1.12,2779.0,33.123,,,,,3444.121,41.05,,46291521.0,551.743,,164753.0,1.964,0.062,16.1,tests performed,7864628.0,5297014.0,2567641.0,13.0,147737.0,219815.0,9.37,6.31,3.06,0.0,2620.0,77.78,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,40393.0,3.49,-17.7,481.439490369488,49939.0,2021-03-07,DE,germany,EURO,8103.0,2500182.0,96.0,71900.0,2021-03-07,germany,96.0,8103.0,336.7,358.07142857142856
