,owid__Unnamed: 0,owid__iso_code,owid__continent,owid__location,owid__date,owid__total_cases,owid__new_cases,owid__new_cases_smoothed,owid__total_deaths,owid__new_deaths,owid__new_deaths_smoothed,owid__total_cases_per_million,owid__new_cases_per_million,owid__new_cases_smoothed_per_million,owid__total_deaths_per_million,owid__new_deaths_per_million,owid__new_deaths_smoothed_per_million,owid__reproduction_rate,owid__icu_patients,owid__icu_patients_per_million,owid__hosp_patients,owid__hosp_patients_per_million,owid__weekly_icu_admissions,owid__weekly_icu_admissions_per_million,owid__weekly_hosp_admissions,owid__weekly_hosp_admissions_per_million,owid__new_tests,owid__total_tests,owid__total_tests_per_thousand,owid__new_tests_per_thousand,owid__new_tests_smoothed,owid__new_tests_smoothed_per_thousand,owid__positive_rate,owid__tests_per_case,owid__tests_units,owid__total_vaccinations,owid__people_vaccinated,owid__people_fully_vaccinated,owid__total_boosters,owid__new_vaccinations,owid__new_vaccinations_smoothed,owid__total_vaccinations_per_hundred,owid__people_vaccinated_per_hundred,owid__people_fully_vaccinated_per_hundred,owid__total_boosters_per_hundred,owid__new_vaccinations_smoothed_per_million,owid__stringency_index,owid__population,owid__population_density,owid__median_age,owid__aged_65_older,owid__aged_70_older,owid__gdp_per_capita,owid__extreme_poverty,owid__cardiovasc_death_rate,owid__diabetes_prevalence,owid__female_smokers,owid__male_smokers,owid__handwashing_facilities,owid__hospital_beds_per_thousand,owid__life_expectancy,owid__human_development_index,owid__excess_mortality_cumulative_absolute,owid__excess_mortality_cumulative,owid__excess_mortality,owid__excess_mortality_cumulative_per_million,who__Unnamed: 0,who__Date_reported,who__Country_code,who__Country,who__WHO_region,who__New_cases,who__Cumulative_cases,who__New_deaths,who__Cumulative_deaths,date,country,max_new_deaths,max_new_cases,max_new_deaths_ma7,max_new_deaths_ma14
41627,41627.0,DEU,Europe,germany,2021-01-11,1941116.0,11706.0,20700.0,41799.0,863.0,864.429,23135.937,139.522,246.721,498.197,10.286,10.303,0.96,5267.0,62.777,,,,,,,,,,,175020.0,2.086,,,tests performed,747414.0,745818.0,1595.0,2.0,68235.0,56894.0,0.89,0.89,0.0,0.0,678.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49884.0,2021-01-11,DE,germany,EURO,12497.0,1921024.0,343.0,40686.0,2021-01-11,germany,863.0,12497.0,844.3,872.2142857142857
41628,41628.0,DEU,Europe,germany,2021-01-12,1968326.0,27210.0,21965.857,42889.0,1090.0,876.0,23460.25,324.313,261.809,511.189,12.992,10.441,0.95,5209.0,62.085,,,,,,,,,,,174126.0,2.075,,,tests performed,826340.0,824680.0,1659.0,2.0,78926.0,60646.0,0.98,0.98,0.0,0.0,723.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49885.0,2021-01-12,DE,germany,EURO,12802.0,1933826.0,891.0,41577.0,2021-01-12,germany,1090.0,27210.0,919.7,869.9285714285714
41629,41629.0,DEU,Europe,germany,2021-01-13,1993892.0,25566.0,21809.143,44096.0,1207.0,894.429,23764.968,304.718,259.941,525.575,14.386,10.661,0.92,5164.0,61.549,,,,,,,,,,,173231.0,2.065,,,tests performed,938330.0,936468.0,1861.0,2.0,111990.0,67624.0,1.12,1.12,0.0,0.0,806.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49886.0,2021-01-13,DE,germany,EURO,19600.0,1953426.0,1060.0,42637.0,2021-01-13,germany,1207.0,25566.0,1009.2,875.5
41630,41630.0,DEU,Europe,germany,2021-01-14,2015235.0,21343.0,18382.0,45207.0,1111.0,888.571,24019.353,254.385,219.093,538.817,13.242,10.591,0.9,5104.0,60.834,,,,,,,,,,,172336.0,2.054,,,tests performed,1022300.0,1020225.0,2074.0,2.0,83970.0,71795.0,1.22,1.22,0.0,0.0,856.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49887.0,2021-01-14,DE,germany,EURO,25164.0,1978590.0,1244.0,43881.0,2021-01-14,germany,1244.0,25164.0,1037.9,895.5
41631,41631.0,DEU,Europe,germany,2021-01-15,2023828.0,8593.0,16884.286,45705.0,498.0,811.857,24121.772,102.419,201.242,544.753,5.936,9.676,0.89,5050.0,60.19,,,,,,,,,,,171441.0,2.043,,,tests performed,1114005.0,1111012.0,2992.0,2.0,91705.0,75924.0,1.33,1.32,0.0,0.0,905.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49888.0,2021-01-15,DE,germany,EURO,22368.0,2000958.0,1113.0,44994.0,2021-01-15,germany,1113.0,22368.0,1048.3,935.5
41632,41632.0,DEU,Europe,germany,2021-01-16,2038645.0,14817.0,15740.429,46464.0,759.0,838.143,24298.374,176.602,187.608,553.799,9.046,9.99,0.89,4992.0,59.499,,,,,,,,,,,170547.0,2.033,,,tests performed,1172054.0,1167838.0,4215.0,2.0,58049.0,75546.0,1.4,1.39,0.01,0.0,900.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49889.0,2021-01-16,DE,germany,EURO,18678.0,2019636.0,980.0,45974.0,2021-01-16,germany,980.0,18678.0,1038.5,981.5
41633,41633.0,DEU,Europe,germany,2021-01-17,2050129.0,11484.0,17245.571,46901.0,437.0,852.143,24435.25,136.876,205.548,559.008,5.209,10.157,0.89,4950.0,58.998,,,,,6635.027,79.082,,38435798.0,458.112,,169652.0,2.022,0.104,9.6,tests performed,1219779.0,1198615.0,21164.0,2.0,47725.0,77229.0,1.45,1.43,0.03,0.0,920.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,40879.9,4.05,22.56,487.242795097062,49890.0,2021-01-17,DE,germany,EURO,13882.0,2033518.0,445.0,46419.0,2021-01-17,germany,445.0,13882.0,967.8,991.0
41634,41634.0,DEU,Europe,germany,2021-01-18,2059382.0,9253.0,16895.143,47263.0,362.0,780.571,24545.536,110.285,201.371,563.322,4.315,9.304,0.88,4984.0,59.404,,,,,,,,,,,168144.0,2.004,,,tests performed,1302589.0,1265933.0,36656.0,2.0,82810.0,79311.0,1.55,1.51,0.04,0.0,945.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49891.0,2021-01-18,DE,germany,EURO,7141.0,2040659.0,214.0,46633.0,2021-01-18,germany,362.0,9253.0,885.2,948.5
41635,41635.0,DEU,Europe,germany,2021-01-19,2071615.0,12233.0,14755.571,48997.0,1734.0,872.571,24691.339,145.804,175.87,583.99,20.667,10.4,0.87,4930.0,58.76,,,,,,,,,,,166637.0,1.986,,,tests performed,1421959.0,1349531.0,72428.0,2.0,119370.0,85088.0,1.69,1.61,0.09,0.0,1014.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49892.0,2021-01-19,DE,germany,EURO,11369.0,2052028.0,989.0,47622.0,2021-01-19,germany,1734.0,12233.0,950.3,1000.2857142857143
41636,41636.0,DEU,Europe,germany,2021-01-20,2100618.0,29003.0,15246.571,50010.0,1013.0,844.857,25037.023,345.683,181.722,596.063,12.074,10.07,0.87,4816.0,57.401,,,,,,,,,,,165129.0,1.968,,,tests performed,1554324.0,1428511.0,125813.0,2.0,132365.0,87999.0,1.85,1.7,0.15,0.0,1049.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49893.0,2021-01-20,DE,germany,EURO,15974.0,2068002.0,1148.0,48770.0,2021-01-20,germany,1148.0,29003.0,1018.6,1005.2857142857143
41637,41637.0,DEU,Europe,germany,2021-01-21,2108895.0,8277.0,13380.0,50876.0,866.0,809.857,25135.675,98.653,159.475,606.385,10.322,9.653,0.85,4767.0,56.817,,,,,,,,,,,163621.0,1.95,,,tests performed,1659540.0,1493089.0,166450.0,3.0,105216.0,91034.0,1.98,1.78,0.2,0.0,1085.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49894.0,2021-01-21,DE,germany,EURO,20398.0,2088400.0,1013.0,49783.0,2021-01-21,germany,1013.0,20398.0,1033.6,995.3571428571429
41638,41638.0,DEU,Europe,germany,2021-01-22,2125261.0,16366.0,14490.429,51713.0,837.0,858.286,25330.74,195.064,172.71,616.361,9.976,10.23,0.86,4749.0,56.603,,,,,,,,,,,162114.0,1.932,,,tests performed,1761673.0,1561813.0,199859.0,3.0,102133.0,92524.0,2.1,1.86,0.24,0.0,1103.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49895.0,2021-01-22,DE,germany,EURO,17862.0,2106262.0,859.0,50642.0,2021-01-22,germany,859.0,17862.0,1010.5,971.8571428571429
41639,41639.0,DEU,Europe,germany,2021-01-23,2137691.0,12430.0,14149.429,51873.0,160.0,772.714,25478.892,148.152,168.645,618.268,1.907,9.21,0.85,4639.0,55.292,,,,,,,,,,,160606.0,1.914,,,tests performed,1848441.0,1602284.0,246156.0,3.0,86768.0,96627.0,2.2,1.91,0.29,0.0,1152.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49896.0,2021-01-23,DE,germany,EURO,16417.0,2122679.0,879.0,51521.0,2021-01-23,germany,879.0,16417.0,977.7,957.2857142857143
41640,41640.0,DEU,Europe,germany,2021-01-24,2147769.0,10078.0,13948.571,52296.0,423.0,770.714,25599.01,120.119,166.251,623.31,5.042,9.186,0.85,4607.0,54.91,,,,,6392.91,76.196,,39549488.0,471.386,,159099.0,1.896,0.099,10.1,tests performed,1896108.0,1627964.0,268143.0,3.0,47667.0,96618.0,2.26,1.94,0.32,0.0,1152.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,44972.8,4.37,20.5,536.025596328297,49897.0,2021-01-24,DE,germany,EURO,12257.0,2134936.0,349.0,51870.0,2021-01-24,germany,423.0,12257.0,895.6,954.2857142857143
41641,41641.0,DEU,Europe,germany,2021-01-25,2154656.0,6887.0,13610.571,53127.0,831.0,837.714,25681.095,82.085,162.223,633.215,9.905,9.985,0.84,4604.0,54.875,,,,,,,,,,,159873.0,1.906,,,tests performed,1986855.0,1680210.0,306644.0,3.0,90747.0,97752.0,2.37,2.0,0.37,0.0,1165.0,83.33,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,49898.0,2021-01-25,DE,germany,EURO,6729.0,2141665.0,217.0,52087.0,2021-01-25,germany,831.0,6887.0,867.4,952.0
